BEDS,RBEDS,OUTV,ADM,SIR,SALESY,SALES12,PRHIP,PRKNEE,TH,TRAUMA,REHAB,HIP,KNEE,FEMUR
39,0,16930,1171,780,22,36,9,12,0,0,0,17,5,20
40,0,10000,1010,825,0,0,12,7,0,0,0,10,20,12
41,0,7644,1407,1128,34,47,16,6,0,0,0,15,8,17
41,0,22267,1305,1236,0,0,31,17,0,0,0,29,25,22
230,0,61615,5443,4565,48,52,30,33,1,0,0,26,34,12
44,0,6700,1497,603,10,11,10,4,0,0,0,13,5,6
29,0,18746,932,759,5,7,16,12,0,0,0,9,14,8
8,0,12878,1002,678,22,22,9,7,0,0,0,5,9,11
45,0,7054,1613,583,0,0,2,0,0,0,0,11,0,10
60,0,41443,1926,1520,12,12,26,11,0,0,0,36,17,13
78,0,29920,2468,2211,0,0,25,34,0,0,0,23,18,21
90,0,34168,3626,2869,0,0,20,16,0,0,0,10,8,17
53,0,17617,1539,879,0,0,15,12,0,0,0,22,28,18
36,0,10369,720,410,3,3,4,0,0,0,0,11,5,4
22,0,29848,1922,897,3,3,19,6,0,0,0,20,5,16
22,0,20665,1527,1389,0,0,8,18,0,0,0,11,10,14
49,0,20791,1431,972,0,0,6,0,1,0,0,3,0,4
35,0,6306,999,627,0,0,7,11,0,0,0,10,13,19
25,0,15010,854,633,0,0,2,6,0,0,0,2,3,9
49,0,16551,1213,814,0,0,14,5,0,0,0,15,11,14
18,0,9594,1100,879,0,1,9,7,0,0,0,5,14,14
23,0,10599,435,200,0,0,5,0,0,0,0,4,0,1
31,0,6429,1029,959,0,0,24,11,0,0,0,20,12,11
74,0,12134,2185,1413,3,5,30,44,0,0,0,19,33,17
40,0,14070,786,356,0,0,7,2,0,0,0,4,0,8
127,0,22536,4709,3165,2,2,21,21,0,0,0,26,32,41
24,0,12815,1073,610,0,2,0,0,0,0,0,0,0,0
53,0,7295,2224,1434,0,0,14,0,0,0,0,14,0,23
22,0,6922,207,43,0,0,3,0,0,0,0,3,0,1
54,0,13927,1435,1429,0,0,10,9,0,0,0,8,0,3
46,0,14328,1994,1934,0,1,6,3,0,0,0,13,5,19
51,0,12737,1901,1336,0,0,3,0,0,0,0,9,0,17
50,0,85568,1280,0,10,10,0,0,0,0,0,0,0,0
49,0,15290,2042,1325,0,0,11,0,1,0,0,10,0,10
63,0,25727,1577,1133,1,1,9,2,0,0,0,14,0,13
78,0,21575,3252,2466,0,0,39,49,0,0,0,47,44,34
38,0,2141,1257,878,0,0,11,17,0,0,0,5,16,1
20,0,16229,622,371,0,0,8,3,0,0,0,9,6,1
23,0,9939,1691,613,0,2,18,17,0,0,0,22,9,9
127,0,32619,3398,1945,0,0,42,47,0,0,0,45,40,42
29,0,7504,703,289,0,0,7,0,0,0,0,1,0,5
55,0,11683,1704,1851,0,0,21,29,0,0,0,26,15,16
30,0,6671,508,132,0,8,0,0,0,0,0,0,0,1
42,0,22698,1433,851,0,0,12,14,0,0,0,5,12,30
40,0,5119,1372,441,0,0,12,2,0,0,0,3,1,5
31,0,8048,543,321,0,1,0,0,0,0,0,0,0,0
74,0,4645,986,457,0,0,5,4,0,0,0,5,1,6
42,0,46589,1753,1134,0,0,16,0,0,0,0,12,0,10
61,0,23262,2286,2440,0,0,37,60,0,0,0,34,61,35
52,0,13870,1475,1564,0,0,2,0,0,0,0,4,0,13
29,0,15575,1200,1112,0,0,12,22,0,0,0,11,18,16
40,0,27384,1795,1417,3,8,15,3,0,0,0,14,1,32
21,0,837,480,288,0,1,2,0,0,0,0,2,0,8
49,0,0,1683,1226,12,29,17,4,0,0,0,19,15,36
64,0,33212,2033,1533,41,47,27,22,0,0,0,39,22,24
20,0,2779,461,502,4,4,1,4,0,0,0,5,4,4
44,0,9855,989,709,0,0,7,0,0,0,0,8,3,13
52,0,6935,1714,1767,0,0,14,9,0,0,0,16,15,9
29,0,12775,579,335,4,4,6,0,0,0,0,10,0,10
27,0,2982,1358,1095,14,14,18,17,0,0,0,14,22,18
65,0,27375,2385,2722,0,0,27,44,0,0,0,21,10,17
10,0,0,3,0,0,0,0,1,0,0,0,0,0,1
91,0,10600,2980,1826,0,0,14,28,0,0,0,18,19,28
105,0,46870,5928,5861,0,0,3,4,1,0,0,5,0,6
43,0,10950,2078,1476,0,0,15,3,0,0,0,12,8,14
39,0,3067,1351,1001,0,0,3,14,0,0,0,4,16,7
67,0,14600,2284,2321,0,0,26,35,0,0,0,24,41,13
38,0,15942,1211,758,0,0,8,0,0,0,0,6,0,10
34,0,883,879,702,0,0,2,0,0,0,0,0,0,12
35,0,19140,1802,1019,0,0,10,0,0,0,0,9,0,9
67,0,33672,2900,2719,0,0,16,24,0,0,0,17,15,18
155,0,14000,5969,6529,0,0,4,5,1,0,0,6,0,7
40,0,6607,827,686,0,0,6,7,1,0,0,0,0,0
30,0,4430,539,167,0,0,0,0,0,1,0,0,0,0
70,0,3167,2898,2033,0,0,31,39,0,0,0,25,26,21
35,0,2555,694,205,0,0,0,0,0,1,0,0,0,0
77,0,15887,2678,2400,0,0,20,21,0,1,0,27,17,37
47,0,10558,1811,2138,1,1,7,13,0,0,0,18,9,5
94,0,20075,3286,2562,0,0,26,28,0,0,0,35,29,46
26,0,11380,564,755,0,0,6,0,0,0,0,8,0,10
93,0,0,3293,2002,0,0,36,29,0,0,0,45,28,34
17,0,2650,255,171,0,0,4,0,0,0,0,5,0,10
105,0,18322,2925,2932,0,0,25,0,0,0,0,45,11,43
43,0,23959,840,1203,0,0,1,0,0,0,0,0,0,14
51,0,20075,2078,3904,0,0,40,47,0,0,0,51,38,45
25,0,3650,505,139,0,0,1,0,0,0,0,1,0,0
40,0,13739,1255,1304,0,0,23,22,0,0,0,30,31,18
36,0,20622,585,437,4,4,3,0,0,0,0,6,0,16
24,0,5058,565,267,0,0,2,0,0,0,0,0,0,0
26,0,3173,449,114,0,0,3,0,0,0,0,1,0,0
9,0,730,212,93,2,2,0,0,0,0,0,0,0,0
38,0,0,1011,387,0,0,10,0,0,0,0,8,0,12
24,0,14911,846,936,0,0,6,0,0,0,0,6,0,4
24,0,4380,330,153,0,1,0,0,0,0,0,2,0,1
30,0,17885,621,275,0,0,4,0,0,0,0,8,0,6
40,0,12410,1593,1357,1,3,0,0,0,0,0,0,0,7
35,0,2920,773,806,0,0,4,0,0,0,0,8,0,9
35,0,9600,616,436,0,0,1,0,0,0,0,0,0,0
55,0,4680,2218,1850,0,0,33,65,0,0,0,33,69,22
19,0,15240,374,238,0,0,3,0,0,0,0,3,0,8
36,0,10070,783,642,9,15,4,0,0,0,0,2,0,6
36,0,0,1845,1660,0,0,12,0,0,0,0,5,0,16
54,0,1510,1456,1060,0,0,13,0,0,0,0,9,0,9
67,0,9948,2402,1115,0,0,35,29,0,0,0,17,10,22
47,0,40150,2021,1826,0,0,10,0,0,0,0,11,0,26
32,0,2920,377,140,0,0,8,0,0,0,0,2,0,2
43,0,7300,561,605,1,1,3,0,0,0,0,0,0,0
29,0,8379,550,352,0,0,1,0,0,0,0,1,0,0
75,0,8647,1981,2152,0,0,15,0,0,0,0,9,0,10
49,0,13091,1384,945,0,0,15,15,0,0,0,19,13,22
53,0,22939,1933,1906,0,0,20,7,0,0,0,17,6,31
49,0,11639,1031,405,1,1,9,0,0,0,0,3,0,3
20,0,1157,303,318,0,1,5,0,0,0,0,1,0,1
194,0,48908,4376,1574,0,0,27,31,1,0,0,16,19,4
68,0,26174,3387,3050,0,0,35,24,0,0,0,55,27,38
16,0,1750,157,24,0,0,1,0,0,0,0,0,0,0
31,0,8000,736,254,0,0,2,0,0,0,0,2,0,2
95,0,25668,2822,2505,1,1,29,39,0,0,0,42,38,37
86,0,9081,2787,2329,0,0,34,32,0,0,0,35,23,33
35,0,50400,1396,0,0,2,0,0,0,0,0,0,0,0
35,0,5254,1056,1266,0,0,2,0,0,0,0,6,0,10
51,51,5021,558,0,0,0,1,2,0,0,1,0,0,1
35,0,131901,2888,989,0,0,2,3,0,0,0,0,0,0
29,0,21977,804,667,0,0,8,3,0,0,0,2,7,1
229,0,42324,3582,2814,0,0,3,0,0,0,0,8,0,5
169,0,75757,2763,9973,0,0,1,0,0,0,0,1,0,3
35,0,25451,1334,1609,0,0,21,18,0,0,0,39,16,20
50,0,7550,1500,589,3,3,0,0,0,0,0,3,0,5
49,49,0,819,0,0,0,0,0,0,0,1,0,0,0
25,0,113168,1722,813,0,0,2,2,1,0,0,0,0,0
30,0,0,979,394,0,0,2,0,0,0,0,2,0,15
55,0,9636,1776,1032,4,4,0,0,0,0,0,0,0,5
53,0,4505,987,205,0,1,0,0,0,0,0,0,0,0
56,0,5371,2417,1723,0,0,9,7,0,0,0,13,2,26
30,0,5135,651,176,0,0,8,0,0,0,0,7,0,1
109,0,13034,2932,1589,0,0,24,23,1,0,0,21,26,23
45,0,6494,1613,925,0,0,5,0,0,0,0,9,0,10
35,0,122788,2199,4363,0,0,2,3,0,0,0,2,7,1
180,0,20690,5394,3680,0,0,72,12,0,0,0,67,16,40
36,0,882,762,335,0,0,5,0,0,0,0,3,0,3
99,0,363861,4060,3452,3,3,6,7,0,0,0,5,0,6
95,0,1332,2303,1382,0,0,2,0,0,0,0,1,0,6
852,0,266046,15736,14677,0,0,56,52,1,0,0,29,44,38
269,0,0,2069,0,0,0,0,1,1,0,0,0,0,0
54,0,1816,97,58,0,2,0,0,0,0,0,0,0,0
195,0,2209,1982,1549,18,23,9,18,0,0,0,13,16,20
50,0,32085,1449,817,1,1,8,0,0,0,0,6,0,15
190,0,12100,7313,2471,1,1,1,0,1,0,0,2,0,10
77,77,12003,844,0,0,0,0,0,1,0,1,0,0,0
354,0,132500,6481,2661,57,57,16,11,1,0,0,21,20,13
484,0,263376,9222,4228,0,0,14,6,1,0,0,9,16,8
138,0,16619,4613,2992,1,5,8,1,0,0,0,7,6,18
313,20,72224,12201,5134,0,0,23,9,1,0,1,31,12,32
245,0,157353,11595,9840,0,0,0,0,1,1,0,3,1,54
243,0,0,0,0,0,0,3,2,0,0,0,17,0,14
285,0,33282,12723,5053,20,21,22,7,1,0,0,21,0,27
139,0,10762,4162,2380,0,0,3,0,0,0,0,5,0,17
167,0,1571,2428,1282,0,0,4,1,1,0,0,3,2,5
217,0,6795,7889,2885,0,0,8,0,0,0,0,11,0,22
266,0,32371,10240,5594,0,0,1,0,1,0,0,1,0,5
199,0,35948,7515,4230,0,0,12,7,1,0,0,21,4,23
140,0,4796,5967,2735,7,7,16,7,0,0,0,18,5,9
146,0,26716,6431,2234,3,3,4,0,0,0,0,1,0,4
109,0,0,2020,0,4,4,0,0,0,0,0,0,0,0
131,0,48126,5348,2987,0,0,6,0,0,0,0,5,2,15
64,0,0,1505,1106,0,0,24,21,1,0,0,1,0,0
149,0,10606,3188,1648,0,0,5,1,1,0,0,6,0,8
171,0,9663,3418,2771,1,1,20,4,0,0,0,14,4,25
212,0,21760,4635,1007,4,7,9,1,0,0,0,10,4,15
308,0,15675,5613,2416,0,0,9,0,1,0,0,5,2,14
188,0,2300,5289,3479,8,8,20,0,1,0,0,10,5,44
40,0,14011,1056,917,5,10,5,0,0,0,0,9,0,8
66,0,14555,2138,1354,3,3,3,0,0,0,0,2,0,2
40,0,7338,472,559,0,0,2,1,0,0,0,2,0,4
45,0,13994,1480,1098,2,2,19,11,0,0,0,18,10,11
108,0,26461,3536,2224,33,68,31,16,0,0,0,32,17,45
42,0,48359,1533,786,4,4,7,0,0,0,0,5,0,18
45,0,3280,1044,742,2,2,10,0,0,0,0,6,0,14
38,0,6656,383,123,0,0,4,0,0,0,0,1,0,0
133,0,64044,4073,3675,0,0,41,45,1,0,0,36,43,42
68,0,4699,1809,1119,0,3,12,2,0,0,0,12,4,18
116,0,46104,3531,2482,0,0,25,6,0,0,0,25,3,37
95,0,56002,3178,1671,0,1,11,5,0,0,0,13,0,38
140,0,32235,4290,3019,34,61,31,12,0,0,0,36,13,28
61,0,46663,2422,1467,0,0,21,26,0,0,0,24,17,29
42,0,8322,1533,904,0,0,13,14,0,0,0,19,4,27
97,0,22005,2735,2703,0,0,32,12,0,0,0,32,9,28
33,0,15438,662,1023,0,0,0,4,0,0,0,1,7,6
157,10,44114,4326,4953,0,0,45,11,0,1,1,46,24,50
33,18,0,344,0,0,0,0,0,0,0,1,0,0,1
45,0,5155,417,200,3,3,2,0,0,0,0,0,0,2
34,0,22500,574,621,0,1,0,0,0,0,0,0,0,0
12,0,0,963,483,0,2,0,0,0,0,0,0,0,0
68,0,27746,3184,3760,25,39,13,7,1,0,0,13,4,31
210,0,1316,9561,9663,0,0,65,55,1,1,0,46,0,57
18,0,19186,553,281,1,1,0,0,0,0,0,0,0,0
15,0,91270,944,520,0,0,2,1,0,0,0,0,0,0
49,0,6835,1118,447,0,0,12,0,0,0,0,11,0,6
84,15,0,1040,654,0,0,0,0,0,0,1,0,0,0
265,0,121770,7800,6012,0,0,27,30,1,0,0,30,37,53
47,0,16438,1854,1023,0,0,10,0,0,0,0,9,0,9
67,0,676,1991,1976,0,0,9,0,0,0,0,10,0,15
82,0,16943,3505,1500,0,0,27,0,0,0,0,15,0,33
58,0,18161,822,885,0,0,2,0,0,0,0,3,0,11
135,0,17979,5089,2113,0,0,4,7,0,1,0,5,1,13
102,0,25062,4078,2602,0,0,1,0,0,0,0,6,0,8
153,0,283969,6591,3327,0,0,18,19,1,0,0,9,9,4
96,0,50664,3381,1138,0,1,7,0,0,0,0,7,0,17
55,0,2175,1566,971,0,0,6,0,0,0,0,11,2,9
44,0,12779,861,912,0,0,8,0,0,0,0,4,0,20
48,0,34324,1099,1120,0,0,12,12,0,0,0,19,10,17
36,0,8571,716,483,0,0,2,0,0,0,0,4,0,5
65,0,3656,1927,2223,2,4,18,10,0,0,0,14,12,15
53,0,18674,1643,824,0,0,4,0,0,0,0,0,0,0
106,0,14057,4820,2853,0,0,37,17,0,1,0,0,0,0
67,0,11935,1234,853,0,1,5,0,0,0,0,9,0,7
59,0,15892,1433,687,0,0,9,0,0,0,0,14,0,22
41,0,16061,1482,669,0,0,9,0,0,0,0,11,0,12
49,0,36395,2041,362,0,0,3,0,0,0,0,3,0,2
98,0,30275,3218,1586,2,2,13,0,0,0,0,9,0,21
44,0,12992,1384,747,1,1,9,0,0,0,0,13,0,15
36,0,10258,758,596,0,0,1,0,0,0,0,0,0,3
57,0,9996,2583,1393,0,0,13,0,0,0,0,2,0,10
177,0,17521,3272,2617,7,7,16,7,0,0,0,13,12,16
32,0,11163,1083,511,9,17,11,3,0,0,0,7,2,5
52,0,8311,1696,4864,0,0,7,0,0,0,0,4,0,3
40,0,9556,964,444,3,3,0,0,0,0,0,0,0,0
41,0,638,1076,317,0,0,5,0,0,0,0,4,0,6
55,0,9170,1752,1310,0,0,9,0,0,0,0,9,0,10
52,0,1471,1533,891,1,1,5,4,0,0,0,2,3,7
54,0,11061,1102,318,0,0,4,0,0,0,0,7,0,9
40,0,19875,1418,619,0,0,1,0,0,0,0,3,0,20
51,0,1151,2111,746,1,1,9,0,0,0,0,6,0,13
77,0,194,2880,1310,0,0,8,0,0,0,0,13,0,15
61,0,6066,2406,1399,0,0,12,0,0,0,0,11,0,8
48,0,15641,996,242,0,0,1,0,0,0,0,0,0,0
194,0,25579,7974,5520,0,0,0,0,0,1,0,0,0,2
59,0,37075,1413,631,0,0,6,0,0,0,0,20,0,17
190,8,45470,8437,5455,0,0,5,6,1,1,1,4,0,14
235,0,25076,11456,7554,0,0,2,3,1,1,0,4,2,53
250,0,243923,9661,3449,2,2,9,14,1,0,0,17,10,17
278,0,26911,5685,3990,11,12,40,19,1,0,0,24,10,38
26,26,0,317,0,0,0,0,0,0,0,1,0,0,0
80,0,13353,2365,1721,0,0,40,24,1,0,0,3,0,0
132,0,17006,4566,3212,9,16,24,30,0,0,0,34,25,22
75,0,19358,1278,1928,0,0,9,4,0,0,0,7,8,11
44,0,6150,961,857,0,0,6,0,0,0,0,2,0,10
89,0,14634,2439,1933,3,9,16,13,0,0,0,14,6,27
103,0,40953,4178,4214,10,10,31,22,0,0,0,19,10,25
64,0,15454,1712,1976,9,24,20,13,0,0,0,25,12,20
67,0,109751,1047,1316,15,43,13,11,0,0,0,15,12,5
55,0,2677,2508,2181,9,28,12,20,0,0,0,20,17,21
25,0,7328,767,254,0,0,20,0,0,0,0,5,0,5
27,0,6559,462,115,0,0,3,0,0,0,0,0,0,0
78,0,7456,248,2614,0,0,14,8,0,0,0,8,13,22
129,0,26198,3691,2741,0,0,16,19,0,0,0,22,15,43
40,0,10245,803,431,0,0,5,0,0,0,0,4,0,0
26,0,11693,982,544,0,0,6,0,0,0,0,2,0,4
42,0,6420,450,312,0,0,3,0,0,0,0,4,0,5
43,0,8542,779,1061,0,0,9,5,0,0,0,6,6,7
261,0,36799,8145,7105,0,0,35,35,0,0,0,50,25,53
55,0,11004,1359,816,0,0,8,0,0,0,0,2,0,7
133,0,9864,4427,4437,0,0,23,0,0,0,0,32,0,48
50,0,15402,1291,776,0,0,11,0,0,0,0,17,0,15
97,0,43585,4157,1639,0,0,13,6,0,1,0,17,10,24
140,0,31143,5611,3922,37,79,42,23,0,0,0,32,20,46
49,0,13155,1057,721,2,6,7,4,0,0,0,9,6,14
35,0,21718,1110,1839,0,0,9,9,0,0,0,16,8,13
92,0,19916,2383,1712,5,5,40,20,0,0,0,43,11,62
42,0,4907,1008,1112,4,7,10,13,0,0,0,10,5,8
62,0,17780,2139,2367,0,0,29,11,0,0,0,30,10,27
154,0,112678,6334,5932,0,0,1,1,1,1,0,1,1,24
12,12,9000,142,0,0,0,0,0,1,0,1,0,0,0
100,0,685,1496,0,0,1,0,0,0,0,0,0,0,0
139,0,137,355,3,0,0,3,2,0,0,0,0,0,0
75,0,12539,2270,3216,20,45,23,13,0,0,0,20,20,30
55,0,9929,2035,2540,11,12,26,9,0,0,0,20,17,20
45,0,5758,644,148,0,0,5,0,0,0,0,13,0,0
28,0,11943,845,667,8,33,17,10,0,0,0,21,9,20
64,0,25892,1663,1967,0,0,12,0,0,0,0,9,0,15
173,0,29477,6639,6729,0,0,55,55,0,1,0,21,0,31
53,0,18059,1378,385,1,1,6,0,0,0,0,7,0,4
53,0,18727,1113,393,0,0,9,7,0,0,0,0,0,0
50,0,6284,1333,756,41,55,22,19,0,0,0,18,30,22
31,0,8067,1406,418,0,0,4,0,0,0,0,7,0,7
34,0,10686,677,334,0,0,4,0,0,0,0,6,0,11
32,0,7778,1062,299,3,8,7,0,0,0,0,2,0,6
87,0,13007,2020,1204,3,4,5,0,0,0,0,8,0,18
91,0,16394,3831,2577,7,12,28,17,0,0,0,25,13,36
67,0,63664,1730,2007,18,69,26,6,0,0,0,32,4,11
43,0,5948,673,339,1,1,0,0,0,0,0,2,0,2
77,0,28924,2759,2367,0,2,31,27,0,0,0,37,31,41
142,0,29450,5641,3116,2,2,26,11,0,0,0,30,13,50
129,20,92257,4067,2513,0,0,35,14,0,0,1,28,14,29
88,0,64999,3027,4340,0,0,69,59,0,0,0,49,27,49
210,13,82723,7573,4021,0,0,28,24,1,0,1,11,27,13
48,0,23470,1339,973,1,1,0,0,1,0,0,0,0,0
53,0,6559,1232,962,0,0,11,15,1,0,0,9,6,15
77,0,87946,2109,1137,4,5,26,10,0,0,0,30,14,31
20,0,100281,1660,957,0,0,1,1,0,0,0,0,0,0
147,0,459227,6975,7594,0,0,45,56,0,0,0,25,0,23
53,0,4257,1760,815,0,0,9,0,0,0,0,14,0,15
34,0,15150,948,1008,0,0,15,0,0,0,0,6,0,13
38,0,15624,717,204,0,0,3,0,0,0,0,1,0,2
74,0,12822,2635,1045,1,1,30,23,0,0,0,30,32,33
71,0,106401,3304,2392,50,64,34,31,0,0,0,43,35,33
53,0,25224,1062,382,0,0,5,0,0,0,0,4,0,4
90,62,2589,494,33,0,0,0,0,1,0,1,0,0,0
102,0,5153,6181,2585,0,0,47,13,0,0,0,7,3,18
95,0,6702,1514,551,0,0,8,6,0,0,0,9,0,12
35,0,199535,1578,1014,0,0,2,2,0,0,0,2,0,1
60,60,0,54,0,0,0,0,0,0,0,1,0,0,0
52,0,11189,1941,527,0,0,4,8,0,0,0,9,0,11
76,0,36225,2496,1204,0,0,17,0,0,0,0,12,0,19
45,0,17357,1483,892,0,0,8,0,0,0,0,7,0,16
80,20,427,798,0,0,0,0,0,0,0,1,0,0,0
49,0,53862,1262,1088,0,0,2,1,0,0,0,0,0,0
121,0,310478,5852,3990,0,0,18,20,0,0,0,11,0,7
70,0,12798,2129,1477,0,1,1,0,0,0,0,6,0,8
55,0,15096,1162,620,0,0,13,0,0,0,0,8,0,15
80,80,0,614,0,0,0,0,0,0,0,1,0,0,0
91,0,7796,3099,1684,0,0,40,35,0,0,0,47,35,31
60,0,7738,2634,1676,0,1,27,12,0,0,0,26,14,21
50,0,24940,1548,1288,0,0,16,5,0,0,0,25,12,12
150,0,39863,4709,2476,0,0,26,2,0,0,0,13,4,31
26,0,4562,275,97,0,0,1,0,0,0,0,2,0,6
25,0,6578,541,309,0,0,6,0,0,0,0,8,0,5
53,0,20698,1405,1018,0,0,15,1,0,0,0,12,4,6
48,0,5275,868,339,0,0,18,3,0,0,0,10,1,12
88,0,11060,2501,998,0,0,16,4,0,0,0,9,7,20
147,0,8599,567,575,0,0,5,0,0,0,0,6,0,5
64,0,18824,1376,1213,0,0,26,36,0,0,0,39,43,21
38,0,4674,376,259,0,0,4,0,0,0,0,3,0,5
84,0,4092,1282,601,4,4,0,0,0,0,0,0,0,0
80,0,9434,1026,546,0,0,1,2,0,0,0,6,9,13
99,0,20876,1509,1390,0,0,13,8,0,0,0,17,15,22
90,0,24032,2558,1645,0,0,30,22,0,0,0,21,27,31
60,60,0,0,0,0,0,0,0,0,0,1,0,0,0
111,74,0,111,0,0,0,1,1,0,0,1,0,0,0
162,0,58876,3680,1906,0,0,13,3,1,0,0,15,3,8
60,60,0,0,0,0,0,0,0,0,0,1,0,0,0
8,0,67867,520,428,0,0,0,1,0,0,0,0,0,0
40,0,8707,1610,1284,5,12,18,16,0,0,0,30,26,40
91,0,71785,2951,2867,43,58,24,15,0,0,0,24,10,29
49,0,10518,1456,620,0,0,4,0,0,0,0,0,0,0
39,0,3265,668,107,0,3,5,0,0,0,0,13,0,1
44,0,29871,1483,921,0,3,18,0,0,0,0,11,0,7
120,0,12096,3208,692,12,20,7,5,0,0,0,7,0,5
23,0,4061,197,127,0,0,0,2,0,0,0,0,0,1
20,0,2323,352,104,1,1,0,0,0,0,0,0,0,0
27,0,2523,703,399,0,0,1,0,0,0,0,0,0,0
45,0,3235,589,110,0,1,0,0,0,0,0,0,0,0
34,0,4097,748,272,0,0,2,0,0,0,0,2,0,0
46,0,3717,976,720,0,0,6,0,0,0,0,7,0,20
226,0,102320,6112,2552,0,0,18,32,1,0,0,17,32,15
110,0,0,4575,4240,0,0,10,12,1,0,0,0,3,3
100,0,15241,4785,4837,0,0,2,2,1,0,0,3,0,4
185,0,17674,2809,3033,0,0,25,16,0,0,0,30,16,40
39,0,11458,637,463,12,12,0,0,0,0,0,0,0,0
79,0,23364,1106,1294,0,0,8,0,0,0,0,6,0,13
35,0,3458,526,215,0,0,6,0,0,0,0,7,0,4
31,0,4924,631,469,2,2,0,0,0,0,0,0,0,0
39,0,6450,476,439,0,0,6,0,0,0,0,4,0,8
49,0,12659,663,650,7,7,7,0,0,0,0,11,0,2
34,0,12419,574,472,0,0,1,0,0,0,0,11,0,5
30,0,4885,564,261,2,2,0,0,0,0,0,0,0,0
49,0,22012,938,826,0,0,12,0,0,0,0,14,1,7
117,0,47383,3203,1844,0,2,22,30,1,0,0,30,38,19
34,0,17661,583,236,0,0,2,0,0,0,0,0,0,0
34,0,8703,935,434,0,0,6,0,0,0,0,7,0,7
18,0,4652,571,279,0,0,1,0,0,0,0,2,0,1
85,0,16126,2952,4102,0,2,38,35,0,0,0,33,32,50
87,0,27247,1587,1894,0,0,14,5,0,0,0,18,6,21
30,0,1380,448,124,0,0,5,0,0,0,0,2,0,0
49,0,5117,659,402,0,0,3,0,0,0,0,9,0,4
29,0,1164,271,58,0,0,2,0,0,0,0,1,0,2
31,0,4136,757,378,0,0,16,0,0,0,0,4,0,7
29,0,12985,587,509,0,0,3,0,0,0,0,0,0,0
40,0,17828,1318,1170,0,0,7,9,0,0,0,12,15,11
20,0,1128,372,69,0,0,3,0,0,0,0,2,0,0
55,0,7510,1944,939,2,3,16,0,0,0,0,18,0,7
44,0,26955,1044,778,0,0,6,0,0,0,0,17,6,11
14,0,3141,153,163,0,0,7,14,0,0,0,18,16,4
29,0,4631,512,180,0,0,9,0,0,0,0,3,0,0
24,0,8903,581,266,0,0,1,0,0,0,0,1,0,0
30,0,7327,323,217,0,0,10,6,0,0,0,5,3,0
16,0,3823,363,262,0,0,3,5,0,0,0,2,3,4
41,0,6879,584,315,1,1,1,0,0,0,0,0,0,0
31,0,3963,831,630,0,0,9,0,0,0,0,3,0,8
40,0,4106,746,632,0,0,2,0,0,0,0,0,0,4
145,0,20075,6543,2967,0,0,0,2,0,0,0,1,1,4
84,0,12775,3371,3198,37,49,13,27,0,0,0,22,28,25
118,0,608,2616,2940,16,18,21,17,0,0,0,15,22,32
108,0,47450,2936,1591,17,19,2,1,0,0,0,3,2,5
171,0,17267,8343,5610,0,0,25,40,0,0,0,21,39,25
175,0,18980,5154,2581,50,64,18,20,0,0,0,23,8,19
102,0,2555,2504,2992,0,0,14,13,0,0,0,8,14,17
50,0,6654,1492,986,5,5,3,0,0,0,0,2,4,8
41,0,11680,411,244,0,0,4,0,0,0,0,5,0,0
150,0,0,872,0,14,25,0,0,0,0,0,0,0,0
140,0,0,2998,3406,0,6,11,7,0,0,0,10,6,8
128,0,23337,5036,3649,10,10,0,0,1,0,0,0,0,2
106,0,36500,4978,831,70,70,19,61,0,0,0,14,44,5
60,60,0,468,0,0,0,0,0,0,0,1,0,0,1
150,0,9125,5612,4235,0,29,18,45,0,0,0,24,30,38
645,0,17885,25792,10424,0,3,17,21,1,0,0,26,6,73
357,0,63875,7895,3260,0,0,32,21,1,0,0,18,19,21
107,0,23725,4405,6063,27,27,18,18,0,0,0,28,31,38
188,0,78000,7662,3443,0,0,12,24,1,0,0,7,13,17
78,0,25550,4358,1549,32,36,0,2,0,0,0,1,1,17
100,0,0,2510,2461,0,2,10,0,0,0,0,5,2,11
50,0,12077,2196,1766,0,0,17,11,0,0,0,1,13,13
98,0,8879,3328,1744,0,0,0,5,1,0,0,0,10,0
104,0,4015,3958,3640,0,0,14,17,0,1,0,10,14,20
50,0,0,2632,969,0,0,0,1,1,0,0,3,1,5
196,0,22630,5318,4161,21,32,27,28,1,0,0,25,35,41
152,0,19345,3002,1848,11,73,16,30,0,0,0,16,27,0
170,0,0,8659,5242,0,0,2,13,1,0,0,3,8,23
83,0,11038,3569,1855,0,0,17,29,0,0,0,22,16,17
30,0,24455,424,67,0,0,1,0,0,0,0,0,0,0
63,0,0,3454,1773,0,0,17,24,0,0,0,12,10,27
64,0,20075,1656,1317,0,0,11,12,0,0,0,6,6,7
29,0,21900,1596,901,2,2,10,8,0,0,0,8,5,9
40,0,4303,1376,593,0,0,7,0,0,0,0,4,0,9
105,0,23725,4330,3076,51,51,8,17,0,0,0,8,20,27
83,0,0,2973,2301,0,0,13,0,0,0,0,9,0,20
70,0,12377,3191,2449,0,0,23,6,0,0,0,12,11,16
135,0,31025,4676,4474,0,0,9,4,0,0,0,8,3,23
81,0,21900,2684,2921,13,13,28,51,0,0,0,22,56,12
124,0,22995,2420,1560,7,9,10,13,0,0,0,14,7,6
21,0,7300,488,822,2,5,0,0,0,0,0,0,0,0
80,0,91250,2502,1962,0,1,11,30,0,0,0,24,25,11
89,0,8569,4362,1294,1,1,8,0,0,0,0,9,8,8
