BEDS,RBEDS,OUTV,ADM,SIR,SALESY,SALES12,PRHIP,PRKNEE,TH,TRAUMA,REHAB,HIP,KNEE,FEMUR,SALES_GROWTH,TOTAL_OPS,SALES_PER_BED
190,0,12100,7313,2471,1,1,1,0,1,0,0,2,0,10,0,12,0.005263157894736842
77,77,12003,844,0,0,0,0,0,1,0,1,0,0,0,0,0,0.0
354,0,132500,6481,2661,57,57,16,11,1,0,0,21,20,13,0,54,0.16101694915254236
484,0,263376,9222,4228,0,0,14,6,1,0,0,9,16,8,0,33,0.0
138,0,16619,4613,2992,1,5,8,1,0,0,0,7,6,18,-4,31,0.007246376811594203
313,20,72224,12201,5134,0,0,23,9,1,0,1,31,12,32,0,75,0.0
245,0,157353,11595,9840,0,0,0,0,1,1,0,3,1,54,0,58,0.0
243,0,0,0,0,0,0,3,2,0,0,0,17,0,14,0,31,0.0
285,0,33282,12723,5053,20,21,22,7,1,0,0,21,0,27,-1,48,0.07017543859649122
139,0,10762,4162,2380,0,0,3,0,0,0,0,5,0,17,0,22,0.0
167,0,1571,2428,1282,0,0,4,1,1,0,0,3,2,5,0,10,0.0
217,0,6795,7889,2885,0,0,8,0,0,0,0,11,0,22,0,33,0.0
266,0,32371,10240,5594,0,0,1,0,1,0,0,1,0,5,0,6,0.0
199,0,35948,7515,4230,0,0,12,7,1,0,0,21,4,23,0,48,0.0
140,0,4796,5967,2735,7,7,16,7,0,0,0,18,5,9,0,32,0.05
146,0,26716,6431,2234,3,3,4,0,0,0,0,1,0,4,0,5,0.02054794520547945
109,0,0,2020,0,4,4,0,0,0,0,0,0,0,0,0,0,0.03669724770642202
131,0,48126,5348,2987,0,0,6,0,0,0,0,5,2,15,0,22,0.0
64,0,0,1505,1106,0,0,24,21,1,0,0,1,0,0,0,1,0.0
149,0,10606,3188,1648,0,0,5,1,1,0,0,6,0,8,0,14,0.0
171,0,9663,3418,2771,1,1,20,4,0,0,0,14,4,25,0,43,0.005847953216374269
212,0,21760,4635,1007,4,7,9,1,0,0,0,10,4,15,-3,29,0.018867924528301886
308,0,15675,5613,2416,0,0,9,0,1,0,0,5,2,14,0,21,0.0
188,0,2300,5289,3479,8,8,20,0,1,0,0,10,5,44,0,59,0.0425531914893617
40,0,14011,1056,917,5,10,5,0,0,0,0,9,0,8,-5,17,0.125
66,0,14555,2138,1354,3,3,3,0,0,0,0,2,0,2,0,4,0.045454545454545456
40,0,7338,472,559,0,0,2,1,0,0,0,2,0,4,0,6,0.0
45,0,13994,1480,1098,2,2,19,11,0,0,0,18,10,11,0,39,0.044444444444444446
108,0,26461,3536,2224,33,68,31,16,0,0,0,32,17,45,-35,94,0.3055555555555556
42,0,48359,1533,786,4,4,7,0,0,0,0,5,0,18,0,23,0.09523809523809523
45,0,3280,1044,742,2,2,10,0,0,0,0,6,0,14,0,20,0.044444444444444446
38,0,6656,383,123,0,0,4,0,0,0,0,1,0,0,0,1,0.0
133,0,64044,4073,3675,0,0,41,45,1,0,0,36,43,42,0,121,0.0
68,0,4699,1809,1119,0,3,12,2,0,0,0,12,4,18,-3,34,0.0
116,0,46104,3531,2482,0,0,25,6,0,0,0,25,3,37,0,65,0.0
95,0,56002,3178,1671,0,1,11,5,0,0,0,13,0,38,-1,51,0.0
140,0,32235,4290,3019,34,61,31,12,0,0,0,36,13,28,-27,77,0.24285714285714285
61,0,46663,2422,1467,0,0,21,26,0,0,0,24,17,29,0,70,0.0
42,0,8322,1533,904,0,0,13,14,0,0,0,19,4,27,0,50,0.0
97,0,22005,2735,2703,0,0,32,12,0,0,0,32,9,28,0,69,0.0
33,0,15438,662,1023,0,0,0,4,0,0,0,1,7,6,0,14,0.0
157,10,44114,4326,4953,0,0,45,11,0,1,1,46,24,50,0,120,0.0
33,18,0,344,0,0,0,0,0,0,0,1,0,0,1,0,1,0.0
45,0,5155,417,200,3,3,2,0,0,0,0,0,0,2,0,2,0.06666666666666667
34,0,22500,574,621,0,1,0,0,0,0,0,0,0,0,-1,0,0.0
12,0,0,963,483,0,2,0,0,0,0,0,0,0,0,-2,0,0.0
68,0,27746,3184,3760,25,39,13,7,1,0,0,13,4,31,-14,48,0.36764705882352944
210,0,1316,9561,9663,0,0,65,55,1,1,0,46,0,57,0,103,0.0
18,0,19186,553,281,1,1,0,0,0,0,0,0,0,0,0,0,0.05555555555555555
15,0,91270,944,520,0,0,2,1,0,0,0,0,0,0,0,0,0.0
49,0,6835,1118,447,0,0,12,0,0,0,0,11,0,6,0,17,0.0
84,15,0,1040,654,0,0,0,0,0,0,1,0,0,0,0,0,0.0
265,0,121770,7800,6012,0,0,27,30,1,0,0,30,37,53,0,120,0.0
47,0,16438,1854,1023,0,0,10,0,0,0,0,9,0,9,0,18,0.0
67,0,676,1991,1976,0,0,9,0,0,0,0,10,0,15,0,25,0.0
82,0,16943,3505,1500,0,0,27,0,0,0,0,15,0,33,0,48,0.0
58,0,18161,822,885,0,0,2,0,0,0,0,3,0,11,0,14,0.0
135,0,17979,5089,2113,0,0,4,7,0,1,0,5,1,13,0,19,0.0
102,0,25062,4078,2602,0,0,1,0,0,0,0,6,0,8,0,14,0.0
153,0,283969,6591,3327,0,0,18,19,1,0,0,9,9,4,0,22,0.0
96,0,50664,3381,1138,0,1,7,0,0,0,0,7,0,17,-1,24,0.0
55,0,2175,1566,971,0,0,6,0,0,0,0,11,2,9,0,22,0.0
44,0,12779,861,912,0,0,8,0,0,0,0,4,0,20,0,24,0.0
48,0,34324,1099,1120,0,0,12,12,0,0,0,19,10,17,0,46,0.0
36,0,8571,716,483,0,0,2,0,0,0,0,4,0,5,0,9,0.0
65,0,3656,1927,2223,2,4,18,10,0,0,0,14,12,15,-2,41,0.03076923076923077
53,0,18674,1643,824,0,0,4,0,0,0,0,0,0,0,0,0,0.0
106,0,14057,4820,2853,0,0,37,17,0,1,0,0,0,0,0,0,0.0
67,0,11935,1234,853,0,1,5,0,0,0,0,9,0,7,-1,16,0.0
59,0,15892,1433,687,0,0,9,0,0,0,0,14,0,22,0,36,0.0
41,0,16061,1482,669,0,0,9,0,0,0,0,11,0,12,0,23,0.0
49,0,36395,2041,362,0,0,3,0,0,0,0,3,0,2,0,5,0.0
98,0,30275,3218,1586,2,2,13,0,0,0,0,9,0,21,0,30,0.02040816326530612
44,0,12992,1384,747,1,1,9,0,0,0,0,13,0,15,0,28,0.022727272727272728
36,0,10258,758,596,0,0,1,0,0,0,0,0,0,3,0,3,0.0
57,0,9996,2583,1393,0,0,13,0,0,0,0,2,0,10,0,12,0.0
177,0,17521,3272,2617,7,7,16,7,0,0,0,13,12,16,0,41,0.03954802259887006
32,0,11163,1083,511,9,17,11,3,0,0,0,7,2,5,-8,14,0.28125
52,0,8311,1696,4864,0,0,7,0,0,0,0,4,0,3,0,7,0.0
40,0,9556,964,444,3,3,0,0,0,0,0,0,0,0,0,0,0.075
41,0,638,1076,317,0,0,5,0,0,0,0,4,0,6,0,10,0.0
55,0,9170,1752,1310,0,0,9,0,0,0,0,9,0,10,0,19,0.0
52,0,1471,1533,891,1,1,5,4,0,0,0,2,3,7,0,12,0.019230769230769232
54,0,11061,1102,318,0,0,4,0,0,0,0,7,0,9,0,16,0.0
40,0,19875,1418,619,0,0,1,0,0,0,0,3,0,20,0,23,0.0
51,0,1151,2111,746,1,1,9,0,0,0,0,6,0,13,0,19,0.0196078431372549
77,0,194,2880,1310,0,0,8,0,0,0,0,13,0,15,0,28,0.0
61,0,6066,2406,1399,0,0,12,0,0,0,0,11,0,8,0,19,0.0
48,0,15641,996,242,0,0,1,0,0,0,0,0,0,0,0,0,0.0
194,0,25579,7974,5520,0,0,0,0,0,1,0,0,0,2,0,2,0.0
59,0,37075,1413,631,0,0,6,0,0,0,0,20,0,17,0,37,0.0
190,8,45470,8437,5455,0,0,5,6,1,1,1,4,0,14,0,18,0.0
235,0,25076,11456,7554,0,0,2,3,1,1,0,4,2,53,0,59,0.0
250,0,243923,9661,3449,2,2,9,14,1,0,0,17,10,17,0,44,0.008
278,0,26911,5685,3990,11,12,40,19,1,0,0,24,10,38,-1,72,0.039568345323741004
26,26,0,317,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0
80,0,13353,2365,1721,0,0,40,24,1,0,0,3,0,0,0,3,0.0
132,0,17006,4566,3212,9,16,24,30,0,0,0,34,25,22,-7,81,0.06818181818181818
75,0,19358,1278,1928,0,0,9,4,0,0,0,7,8,11,0,26,0.0
44,0,6150,961,857,0,0,6,0,0,0,0,2,0,10,0,12,0.0
89,0,14634,2439,1933,3,9,16,13,0,0,0,14,6,27,-6,47,0.033707865168539325
103,0,40953,4178,4214,10,10,31,22,0,0,0,19,10,25,0,54,0.0970873786407767
64,0,15454,1712,1976,9,24,20,13,0,0,0,25,12,20,-15,57,0.140625
67,0,109751,1047,1316,15,43,13,11,0,0,0,15,12,5,-28,32,0.22388059701492538
55,0,2677,2508,2181,9,28,12,20,0,0,0,20,17,21,-19,58,0.16363636363636364
25,0,7328,767,254,0,0,20,0,0,0,0,5,0,5,0,10,0.0
27,0,6559,462,115,0,0,3,0,0,0,0,0,0,0,0,0,0.0
78,0,7456,248,2614,0,0,14,8,0,0,0,8,13,22,0,43,0.0
129,0,26198,3691,2741,0,0,16,19,0,0,0,22,15,43,0,80,0.0
40,0,10245,803,431,0,0,5,0,0,0,0,4,0,0,0,4,0.0
26,0,11693,982,544,0,0,6,0,0,0,0,2,0,4,0,6,0.0
42,0,6420,450,312,0,0,3,0,0,0,0,4,0,5,0,9,0.0
43,0,8542,779,1061,0,0,9,5,0,0,0,6,6,7,0,19,0.0
261,0,36799,8145,7105,0,0,35,35,0,0,0,50,25,53,0,128,0.0
55,0,11004,1359,816,0,0,8,0,0,0,0,2,0,7,0,9,0.0
133,0,9864,4427,4437,0,0,23,0,0,0,0,32,0,48,0,80,0.0
50,0,15402,1291,776,0,0,11,0,0,0,0,17,0,15,0,32,0.0
97,0,43585,4157,1639,0,0,13,6,0,1,0,17,10,24,0,51,0.0
140,0,31143,5611,3922,37,79,42,23,0,0,0,32,20,46,-42,98,0.2642857142857143
49,0,13155,1057,721,2,6,7,4,0,0,0,9,6,14,-4,29,0.04081632653061224
35,0,21718,1110,1839,0,0,9,9,0,0,0,16,8,13,0,37,0.0
92,0,19916,2383,1712,5,5,40,20,0,0,0,43,11,62,0,116,0.05434782608695652
42,0,4907,1008,1112,4,7,10,13,0,0,0,10,5,8,-3,23,0.09523809523809523
62,0,17780,2139,2367,0,0,29,11,0,0,0,30,10,27,0,67,0.0
154,0,112678,6334,5932,0,0,1,1,1,1,0,1,1,24,0,26,0.0
12,12,9000,142,0,0,0,0,0,1,0,1,0,0,0,0,0,0.0
100,0,685,1496,0,0,1,0,0,0,0,0,0,0,0,-1,0,0.0
139,0,137,355,3,0,0,3,2,0,0,0,0,0,0,0,0,0.0
75,0,12539,2270,3216,20,45,23,13,0,0,0,20,20,30,-25,70,0.26666666666666666
55,0,9929,2035,2540,11,12,26,9,0,0,0,20,17,20,-1,57,0.2
45,0,5758,644,148,0,0,5,0,0,0,0,13,0,0,0,13,0.0
28,0,11943,845,667,8,33,17,10,0,0,0,21,9,20,-25,50,0.2857142857142857
64,0,25892,1663,1967,0,0,12,0,0,0,0,9,0,15,0,24,0.0
173,0,29477,6639,6729,0,0,55,55,0,1,0,21,0,31,0,52,0.0
53,0,18059,1378,385,1,1,6,0,0,0,0,7,0,4,0,11,0.018867924528301886
53,0,18727,1113,393,0,0,9,7,0,0,0,0,0,0,0,0,0.0
50,0,6284,1333,756,41,55,22,19,0,0,0,18,30,22,-14,70,0.82
31,0,8067,1406,418,0,0,4,0,0,0,0,7,0,7,0,14,0.0
34,0,10686,677,334,0,0,4,0,0,0,0,6,0,11,0,17,0.0
32,0,7778,1062,299,3,8,7,0,0,0,0,2,0,6,-5,8,0.09375
87,0,13007,2020,1204,3,4,5,0,0,0,0,8,0,18,-1,26,0.034482758620689655
91,0,16394,3831,2577,7,12,28,17,0,0,0,25,13,36,-5,74,0.07692307692307693
67,0,63664,1730,2007,18,69,26,6,0,0,0,32,4,11,-51,47,0.26865671641791045
43,0,5948,673,339,1,1,0,0,0,0,0,2,0,2,0,4,0.023255813953488372
77,0,28924,2759,2367,0,2,31,27,0,0,0,37,31,41,-2,109,0.0
142,0,29450,5641,3116,2,2,26,11,0,0,0,30,13,50,0,93,0.014084507042253521
129,20,92257,4067,2513,0,0,35,14,0,0,1,28,14,29,0,71,0.0
88,0,64999,3027,4340,0,0,69,59,0,0,0,49,27,49,0,125,0.0
210,13,82723,7573,4021,0,0,28,24,1,0,1,11,27,13,0,51,0.0
48,0,23470,1339,973,1,1,0,0,1,0,0,0,0,0,0,0,0.020833333333333332
53,0,6559,1232,962,0,0,11,15,1,0,0,9,6,15,0,30,0.0
77,0,87946,2109,1137,4,5,26,10,0,0,0,30,14,31,-1,75,0.05194805194805195
20,0,100281,1660,957,0,0,1,1,0,0,0,0,0,0,0,0,0.0
147,0,459227,6975,7594,0,0,45,56,0,0,0,25,0,23,0,48,0.0
53,0,4257,1760,815,0,0,9,0,0,0,0,14,0,15,0,29,0.0
34,0,15150,948,1008,0,0,15,0,0,0,0,6,0,13,0,19,0.0
38,0,15624,717,204,0,0,3,0,0,0,0,1,0,2,0,3,0.0
74,0,12822,2635,1045,1,1,30,23,0,0,0,30,32,33,0,95,0.013513513513513514
71,0,106401,3304,2392,50,64,34,31,0,0,0,43,35,33,-14,111,0.704225352112676
53,0,25224,1062,382,0,0,5,0,0,0,0,4,0,4,0,8,0.0
90,62,2589,494,33,0,0,0,0,1,0,1,0,0,0,0,0,0.0
102,0,5153,6181,2585,0,0,47,13,0,0,0,7,3,18,0,28,0.0
95,0,6702,1514,551,0,0,8,6,0,0,0,9,0,12,0,21,0.0
35,0,199535,1578,1014,0,0,2,2,0,0,0,2,0,1,0,3,0.0
60,60,0,54,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0
52,0,11189,1941,527,0,0,4,8,0,0,0,9,0,11,0,20,0.0
76,0,36225,2496,1204,0,0,17,0,0,0,0,12,0,19,0,31,0.0
45,0,17357,1483,892,0,0,8,0,0,0,0,7,0,16,0,23,0.0
80,20,427,798,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0
49,0,53862,1262,1088,0,0,2,1,0,0,0,0,0,0,0,0,0.0
121,0,310478,5852,3990,0,0,18,20,0,0,0,11,0,7,0,18,0.0
70,0,12798,2129,1477,0,1,1,0,0,0,0,6,0,8,-1,14,0.0
55,0,15096,1162,620,0,0,13,0,0,0,0,8,0,15,0,23,0.0
80,80,0,614,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0
91,0,7796,3099,1684,0,0,40,35,0,0,0,47,35,31,0,113,0.0
60,0,7738,2634,1676,0,1,27,12,0,0,0,26,14,21,-1,61,0.0
50,0,24940,1548,1288,0,0,16,5,0,0,0,25,12,12,0,49,0.0
150,0,39863,4709,2476,0,0,26,2,0,0,0,13,4,31,0,48,0.0
26,0,4562,275,97,0,0,1,0,0,0,0,2,0,6,0,8,0.0
25,0,6578,541,309,0,0,6,0,0,0,0,8,0,5,0,13,0.0
53,0,20698,1405,1018,0,0,15,1,0,0,0,12,4,6,0,22,0.0
48,0,5275,868,339,0,0,18,3,0,0,0,10,1,12,0,23,0.0
88,0,11060,2501,998,0,0,16,4,0,0,0,9,7,20,0,36,0.0
147,0,8599,567,575,0,0,5,0,0,0,0,6,0,5,0,11,0.0
64,0,18824,1376,1213,0,0,26,36,0,0,0,39,43,21,0,103,0.0
38,0,4674,376,259,0,0,4,0,0,0,0,3,0,5,0,8,0.0
84,0,4092,1282,601,4,4,0,0,0,0,0,0,0,0,0,0,0.047619047619047616
80,0,9434,1026,546,0,0,1,2,0,0,0,6,9,13,0,28,0.0
99,0,20876,1509,1390,0,0,13,8,0,0,0,17,15,22,0,54,0.0
90,0,24032,2558,1645,0,0,30,22,0,0,0,21,27,31,0,79,0.0
60,60,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0
111,74,0,111,0,0,0,1,1,0,0,1,0,0,0,0,0,0.0
162,0,58876,3680,1906,0,0,13,3,1,0,0,15,3,8,0,26,0.0
60,60,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0
8,0,67867,520,428,0,0,0,1,0,0,0,0,0,0,0,0,0.0
40,0,8707,1610,1284,5,12,18,16,0,0,0,30,26,40,-7,96,0.125
91,0,71785,2951,2867,43,58,24,15,0,0,0,24,10,29,-15,63,0.4725274725274725
49,0,10518,1456,620,0,0,4,0,0,0,0,0,0,0,0,0,0.0
39,0,3265,668,107,0,3,5,0,0,0,0,13,0,1,-3,14,0.0
44,0,29871,1483,921,0,3,18,0,0,0,0,11,0,7,-3,18,0.0
120,0,12096,3208,692,12,20,7,5,0,0,0,7,0,5,-8,12,0.1
23,0,4061,197,127,0,0,0,2,0,0,0,0,0,1,0,1,0.0
20,0,2323,352,104,1,1,0,0,0,0,0,0,0,0,0,0,0.05
27,0,2523,703,399,0,0,1,0,0,0,0,0,0,0,0,0,0.0
45,0,3235,589,110,0,1,0,0,0,0,0,0,0,0,-1,0,0.0
34,0,4097,748,272,0,0,2,0,0,0,0,2,0,0,0,2,0.0
46,0,3717,976,720,0,0,6,0,0,0,0,7,0,20,0,27,0.0
226,0,102320,6112,2552,0,0,18,32,1,0,0,17,32,15,0,64,0.0
110,0,0,4575,4240,0,0,10,12,1,0,0,0,3,3,0,6,0.0
100,0,15241,4785,4837,0,0,2,2,1,0,0,3,0,4,0,7,0.0
185,0,17674,2809,3033,0,0,25,16,0,0,0,30,16,40,0,86,0.0
39,0,11458,637,463,12,12,0,0,0,0,0,0,0,0,0,0,0.3076923076923077
79,0,23364,1106,1294,0,0,8,0,0,0,0,6,0,13,0,19,0.0
35,0,3458,526,215,0,0,6,0,0,0,0,7,0,4,0,11,0.0
31,0,4924,631,469,2,2,0,0,0,0,0,0,0,0,0,0,0.06451612903225806
39,0,6450,476,439,0,0,6,0,0,0,0,4,0,8,0,12,0.0
49,0,12659,663,650,7,7,7,0,0,0,0,11,0,2,0,13,0.14285714285714285
34,0,12419,574,472,0,0,1,0,0,0,0,11,0,5,0,16,0.0
30,0,4885,564,261,2,2,0,0,0,0,0,0,0,0,0,0,0.06666666666666667
49,0,22012,938,826,0,0,12,0,0,0,0,14,1,7,0,22,0.0
117,0,47383,3203,1844,0,2,22,30,1,0,0,30,38,19,-2,87,0.0
34,0,17661,583,236,0,0,2,0,0,0,0,0,0,0,0,0,0.0
34,0,8703,935,434,0,0,6,0,0,0,0,7,0,7,0,14,0.0
18,0,4652,571,279,0,0,1,0,0,0,0,2,0,1,0,3,0.0
85,0,16126,2952,4102,0,2,38,35,0,0,0,33,32,50,-2,115,0.0
87,0,27247,1587,1894,0,0,14,5,0,0,0,18,6,21,0,45,0.0
30,0,1380,448,124,0,0,5,0,0,0,0,2,0,0,0,2,0.0
49,0,5117,659,402,0,0,3,0,0,0,0,9,0,4,0,13,0.0
29,0,1164,271,58,0,0,2,0,0,0,0,1,0,2,0,3,0.0
31,0,4136,757,378,0,0,16,0,0,0,0,4,0,7,0,11,0.0
29,0,12985,587,509,0,0,3,0,0,0,0,0,0,0,0,0,0.0
40,0,17828,1318,1170,0,0,7,9,0,0,0,12,15,11,0,38,0.0
20,0,1128,372,69,0,0,3,0,0,0,0,2,0,0,0,2,0.0
55,0,7510,1944,939,2,3,16,0,0,0,0,18,0,7,-1,25,0.03636363636363636
44,0,26955,1044,778,0,0,6,0,0,0,0,17,6,11,0,34,0.0
14,0,3141,153,163,0,0,7,14,0,0,0,18,16,4,0,38,0.0
29,0,4631,512,180,0,0,9,0,0,0,0,3,0,0,0,3,0.0
24,0,8903,581,266,0,0,1,0,0,0,0,1,0,0,0,1,0.0
30,0,7327,323,217,0,0,10,6,0,0,0,5,3,0,0,8,0.0
16,0,3823,363,262,0,0,3,5,0,0,0,2,3,4,0,9,0.0
41,0,6879,584,315,1,1,1,0,0,0,0,0,0,0,0,0,0.024390243902439025
31,0,3963,831,630,0,0,9,0,0,0,0,3,0,8,0,11,0.0
40,0,4106,746,632,0,0,2,0,0,0,0,0,0,4,0,4,0.0
145,0,20075,6543,2967,0,0,0,2,0,0,0,1,1,4,0,6,0.0
84,0,12775,3371,3198,37,49,13,27,0,0,0,22,28,25,-12,75,0.44047619047619047
118,0,608,2616,2940,16,18,21,17,0,0,0,15,22,32,-2,69,0.13559322033898305
108,0,47450,2936,1591,17,19,2,1,0,0,0,3,2,5,-2,10,0.1574074074074074
171,0,17267,8343,5610,0,0,25,40,0,0,0,21,39,25,0,85,0.0
175,0,18980,5154,2581,50,64,18,20,0,0,0,23,8,19,-14,50,0.2857142857142857
102,0,2555,2504,2992,0,0,14,13,0,0,0,8,14,17,0,39,0.0
50,0,6654,1492,986,5,5,3,0,0,0,0,2,4,8,0,14,0.1
41,0,11680,411,244,0,0,4,0,0,0,0,5,0,0,0,5,0.0
150,0,0,872,0,14,25,0,0,0,0,0,0,0,0,-11,0,0.09333333333333334
140,0,0,2998,3406,0,6,11,7,0,0,0,10,6,8,-6,24,0.0
128,0,23337,5036,3649,10,10,0,0,1,0,0,0,0,2,0,2,0.078125
106,0,36500,4978,831,70,70,19,61,0,0,0,14,44,5,0,63,0.660377358490566
60,60,0,468,0,0,0,0,0,0,0,1,0,0,1,0,1,0.0
150,0,9125,5612,4235,0,29,18,45,0,0,0,24,30,38,-29,92,0.0
645,0,17885,25792,10424,0,3,17,21,1,0,0,26,6,73,-3,105,0.0
357,0,63875,7895,3260,0,0,32,21,1,0,0,18,19,21,0,58,0.0
107,0,23725,4405,6063,27,27,18,18,0,0,0,28,31,38,0,97,0.2523364485981308
188,0,78000,7662,3443,0,0,12,24,1,0,0,7,13,17,0,37,0.0
78,0,25550,4358,1549,32,36,0,2,0,0,0,1,1,17,-4,19,0.41025641025641024
100,0,0,2510,2461,0,2,10,0,0,0,0,5,2,11,-2,18,0.0
50,0,12077,2196,1766,0,0,17,11,0,0,0,1,13,13,0,27,0.0
98,0,8879,3328,1744,0,0,0,5,1,0,0,0,10,0,0,10,0.0
104,0,4015,3958,3640,0,0,14,17,0,1,0,10,14,20,0,44,0.0
50,0,0,2632,969,0,0,0,1,1,0,0,3,1,5,0,9,0.0
196,0,22630,5318,4161,21,32,27,28,1,0,0,25,35,41,-11,101,0.10714285714285714
152,0,19345,3002,1848,11,73,16,30,0,0,0,16,27,0,-62,43,0.07236842105263158
170,0,0,8659,5242,0,0,2,13,1,0,0,3,8,23,0,34,0.0
83,0,11038,3569,1855,0,0,17,29,0,0,0,22,16,17,0,55,0.0
30,0,24455,424,67,0,0,1,0,0,0,0,0,0,0,0,0,0.0
63,0,0,3454,1773,0,0,17,24,0,0,0,12,10,27,0,49,0.0
64,0,20075,1656,1317,0,0,11,12,0,0,0,6,6,7,0,19,0.0
29,0,21900,1596,901,2,2,10,8,0,0,0,8,5,9,0,22,0.06896551724137931
40,0,4303,1376,593,0,0,7,0,0,0,0,4,0,9,0,13,0.0
105,0,23725,4330,3076,51,51,8,17,0,0,0,8,20,27,0,55,0.4857142857142857
83,0,0,2973,2301,0,0,13,0,0,0,0,9,0,20,0,29,0.0
70,0,12377,3191,2449,0,0,23,6,0,0,0,12,11,16,0,39,0.0
135,0,31025,4676,4474,0,0,9,4,0,0,0,8,3,23,0,34,0.0
81,0,21900,2684,2921,13,13,28,51,0,0,0,22,56,12,0,90,0.16049382716049382
124,0,22995,2420,1560,7,9,10,13,0,0,0,14,7,6,-2,27,0.056451612903225805
21,0,7300,488,822,2,5,0,0,0,0,0,0,0,0,-3,0,0.09523809523809523
80,0,91250,2502,1962,0,1,11,30,0,0,0,24,25,11,-1,60,0.0
89,0,8569,4362,1294,1,1,8,0,0,0,0,9,8,8,0,25,0.011235955056179775
143,0,5479,4537,2736,22,49,22,18,0,0,0,25,14,35,-27,74,0.15384615384615385
50,0,7300,906,404,0,0,2,0,0,0,0,1,0,0,0,1,0.0
91,0,7010,1857,928,1,1,2,0,0,0,0,2,0,2,0,4,0.01098901098901099
86,0,11366,3165,1292,5,7,12,6,0,0,0,7,5,16,-2,28,0.05813953488372093
98,0,46664,4018,1991,0,0,26,10,0,0,0,24,16,41,0,81,0.0
195,0,73000,12137,4051,0,0,13,1,1,0,0,3,0,13,0,16,0.0
50,50,0,295,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0
128,0,6732,4934,3866,0,0,42,40,0,0,0,45,43,28,0,116,0.0
94,0,0,2378,1599,0,0,9,10,0,0,0,9,3,17,0,29,0.0
86,0,36865,1862,994,4,6,13,14,0,0,0,12,14,5,-2,31,0.046511627906976744
22,22,0,378,0,0,0,0,0,0,0,1,0,0,1,0,1,0.0
44,44,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0
180,0,5475,2629,2167,6,12,35,57,0,0,0,39,59,15,-6,113,0.03333333333333333
183,0,7300,2572,2120,5,8,29,11,0,0,0,0,0,0,-3,0,0.0273224043715847
281,0,112366,9698,1995,0,0,24,28,1,0,0,19,24,20,0,63,0.0
45,0,0,796,489,0,0,4,4,1,0,0,0,0,0,0,0,0.0
72,0,201351,3052,1572,0,0,5,3,0,0,0,7,7,2,0,16,0.0
158,0,16425,5296,3802,48,70,29,27,0,0,0,28,24,49,-22,101,0.3037974683544304
102,0,260,1018,1316,41,55,0,0,0,0,0,0,0,0,-14,0,0.4019607843137255
85,0,0,5273,995,14,15,24,9,0,0,0,31,14,43,-1,88,0.16470588235294117
185,0,164250,8275,2928,0,0,12,10,1,0,0,2,8,29,0,39,0.0
118,0,10381,5791,2620,0,0,33,30,0,0,0,43,24,23,0,90,0.0
119,0,22995,3398,2751,31,43,23,24,0,0,0,33,28,35,-12,96,0.2605042016806723
41,0,2555,1118,744,34,41,0,0,0,0,0,0,0,0,-7,0,0.8292682926829268
75,0,12775,1741,1773,0,0,10,4,0,0,0,6,6,9,0,21,0.0
90,0,0,513,0,1,4,0,0,0,0,0,0,0,0,-3,0,0.011111111111111112
59,0,9125,1647,829,2,2,0,0,0,0,0,0,0,0,0,0,0.03389830508474576
47,47,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0
302,0,62283,5580,2253,42,42,30,23,1,0,0,19,36,7,0,62,0.1390728476821192
15,0,92303,861,896,0,0,2,1,0,0,0,1,0,1,0,2,0.0
55,0,20440,1365,717,0,0,4,5,0,0,0,4,0,7,0,11,0.0
143,0,0,6084,2769,0,0,15,12,1,0,0,4,1,11,0,16,0.0
40,0,2380,865,183,1,1,0,0,0,0,0,0,0,0,0,0,0.025
66,0,26645,2667,1273,0,0,12,11,0,0,0,15,7,15,0,37,0.0
84,0,19904,3252,1552,0,0,8,8,0,0,0,9,8,17,0,34,0.0
135,0,292118,5917,4348,0,0,11,11,0,0,0,11,0,8,0,19,0.0
50,0,4492,2511,944,0,0,4,0,0,0,0,2,0,6,0,8,0.0
49,0,400,1913,999,0,0,1,0,0,0,0,0,0,11,0,11,0.0
150,0,10909,3201,3000,0,0,14,0,0,0,0,18,0,15,0,33,0.0
75,0,10401,3136,2401,0,0,31,19,0,0,0,22,20,32,0,74,0.0
50,0,6344,1105,623,0,0,5,0,0,0,0,0,0,0,0,0,0.0
57,0,5834,2154,772,2,2,12,7,0,0,0,0,0,0,0,0,0.03508771929824561
109,0,13486,3831,1481,0,0,28,10,0,0,0,25,7,56,0,88,0.0
25,0,136942,1132,585,0,0,1,1,0,0,0,0,0,0,0,0,0.0
77,0,7363,2380,622,0,0,1,2,0,0,0,0,0,0,0,0,0.0
84,0,12361,1994,692,0,0,5,0,0,0,0,0,0,0,0,0,0.0
152,0,36636,5618,2354,25,26,42,22,0,0,0,45,18,52,-1,115,0.16447368421052633
